"country","date","text"
"United Kingdom","12/19/2021","i don't think ill be able ope mentally if we go into another lockdown im struggling so much as it's already with christmas being so close but with the possibility of another lockdown and everything I'm looking forward to next year being taken away I just will not cope"
"United Kingdom","12/19/2021","i don't think ill be streaming tonight as the wifi down but if that dose change ill say"
"United Kingdom","12/19/2021","i don't want to be that person but I still dnt see metpoliceUK pinning any of these not so peaceful anticovid regulation individuals to the ground it seems to me the vigil behaviour was not emblematic of the metpoliceUK attitude towards Covid but it's attitude towards women"
"United Kingdom","12/19/2021","i fear the majority have been terrified inompliance then there are many that benefit from lockdown the pursuit of liberty is a minority concern despite being a benefit to all"
"United Kingdom","12/19/2021","i feel another lockdown is coming because the government wants to show it has the virus under control I don't think it's sustainable it will go on until spring again vaccines we're meant to be the way back to a normal the government should give the nhs a load of cash instead"
"United Kingdom","12/19/2021","i feel bad and foive me for sayin it but some people deserve another lockdown "
"The Netherlands","12/19/2021","i feel bad for all dutch marvel fans who wanted to see spidermanno way home because we went into lockdown and cinemas reopen on january th I'm so happy I went yesterday"
"United Kingdom","12/19/2021","i feel that if we don't go back into lockdown I may return to sanity and that's just boring"
"United Kingdom","12/19/2021","i gave that up in the lockdown not my ministry at all"
"United Kingdom","12/19/2021","i get relief when you are vaccinated you hear most serious cases are unvaccinated people but what I have a problem with is the glee with which vocal antivaxer dies of Covid stories are shared and the suggestion that nhs shouldn't bother with the unvaccinated"
"United Kingdom","12/19/2021","i get that these leaked party pics are showing the government for how venal and corrupt they really are but photographic evidence of bj flouting his own lockdown rules is not exactly helpful when omicron is running rant across the country and we need people to stay home"
"United Kingdom","12/19/2021","i got boosted with moderna "
"United Kingdom","12/19/2021","i got my booster finallysadly I got pfizer rather than moderna so I have not completed my vaccine collection"
"United Kingdom","12/19/2021","i got my booster jab today while the first two we're moderna this time I got pfizer"
"United Kingdom","12/19/2021","i got the idea from this cute lockdown date I heard about"
"United Kingdom","12/19/2021","i guess there's not gonna be that christmas lockdown then"
"United Kingdom","12/19/2021","i had an urgent referral to the head neck team hoping it's nothing and I have not heard anything back their phone doesn't pick up either another thing to hate antivaxers and Covid deniers for"
"United Kingdom","12/19/2021","i had my last match today since coming back after lockdown I made appearances and hopefully will bring me more"
"United Kingdom","12/19/2021","I had x astrazeneca a pfizer booster my oh had x pfizer a moderna booster no problems other than an achy arm for one day"
"The Netherlands","12/19/2021","i hate how there is another lockdown here but at least I got vacation for three weeks"
"United Kingdom","12/19/2021","I have been modernad and I feel amazing"
"United Kingdom","12/19/2021","I have so much anxiety about christmas this year and every positive test in my friend group is making it worse I keep putting off buying christmas food just in case it's another last minute lockdown and I end up with a kitchen full of food and just me and my cat to enjoy it"
"United Kingdom","12/19/2021","I have written a blog post for my bookworm series of no vels because it has been a while"
"United Kingdom","12/19/2021","I haven't seen my mom in years now I miss her fuck Covid fuck antivaxers we're getting older running out of time sad"
"United Kingdom","12/19/2021","I haven't watched Boris Johnson tonightim not an antivaxer or Covid conspiracisti simply don't respect or trust the man or his government"
"United Kingdom","12/19/2021","i heard someone on gbnews say that Covid antivaxers we're very unpleasant yet we are not amongst those calling for a twotier society coercion or injecting an as yet unlicensed gene therapy into the arms of year old children"
"United Kingdom","12/19/2021","i honestly can't hack another lockdown "
"United Kingdom","12/19/2021","i honestly dunno how my mental health will be if we go into lockdown like we did the start of this year"
"United Kingdom","12/19/2021","i hope I'm wrong but I feel a christmas lockdown is incoming almost not worth making plans anymore no lockdown "
"United Kingdom","12/19/2021","i hope we get another lockdown fuck people"
"The Netherlands","12/19/2021","i just ordered one toilet brush and nothing else gotta love lockdown life"
"United Kingdom","12/19/2021","i just really hope we don't go into lockdown soon"
"United Kingdom","12/19/2021","i just signed up to disneybring on the lockdown solitary confinement"
"Ireland","12/19/2021","i keep wanting to spend all my money on clothes and then I'm like lol for what we're in lockdown again"
"United Kingdom","12/19/2021","i kinda want a lock down from work but not a lockdown lockdown y I'm exhausted"
"United Kingdom","12/19/2021","i know a lot of people have had awful side effects from the moderna booster but so far I have had no reaction arm isn't even sore I might pretend to feel poorly tomorrow regardless to see if I can get the boys to do all my work for me"
"United Kingdom","12/19/2021","i know and I understand the world doesn't revolve around me but a lockdown right at this specific point in time would be the worst possible time ill get through it regardless I understand that but ideally I want to get through it with the face to face support of friends"
"The Netherlands","12/19/2021","i know I'm in a fairly fortunate situation with a safe home environment and people around me etc but I definitely shed a few tears last night about having to go into lockdown again the longer this goes on the less equipped I feel to deal with it"
"United Kingdom","12/19/2021","i know just get square again and they pull the rug from under again with more lockdown crap"
"The Netherlands","12/19/2021","i lvoe being in lockdown "
"United Kingdom","12/19/2021","i miss warzone with the mandem first lockdown banged man"
"The Netherlands","12/19/2021","i need a few extra seasons of the witcher to get me through this new lockdown "
"United Kingdom","12/19/2021","i need to see a dermatologist and also a dentist not with lockdown looming though"
"United Kingdom","12/19/2021","i never started off as antivax only antimRNA now I'm antiall vaccines"
"United Kingdom","12/19/2021","i predict a circuit breaker back to step of lockdown roadmap starting tuesday first december"
"United Kingdom","12/19/2021","i predict a lockdown "
"United Kingdom","12/19/2021","i really don't want another lockdown but I also want people to be safe and not sickharm others"
"United Kingdom","12/19/2021","i really hope there isn't another lockdown "
"United Kingdom","12/19/2021","i reckon we're gonna have another lockdown before christmas and we don't have any food in"
"United Kingdom","12/19/2021","i refuse to be apart of another lockdown "
"United Kingdom","12/19/2021","i refuse to do anymore zoom quizzes in lockdown my well being can't take it"
"United Kingdom","12/19/2021","i respectfully would love another lockdown "
"United Kingdom","12/19/2021","i see a second birthday in lockdown coming again"
"United Kingdom","12/19/2021","i see we're being seen as plague island yet again birthday lockdown anyone"
"United Kingdom","12/19/2021","i seriously can not bear the thought of another lockdown "
"United Kingdom","12/19/2021","i should add it's like lockdown plus you feel shit all the time pain debilitating fatigue etc etc"
"United Kingdom","12/19/2021","i sure as hell ain't lettingthe fear of another lockdown ruin my christmas "
"United Kingdom","12/19/2021","i swear to god there beer be no restrictions by the time we get to march I will actually scream if I have to endure my birthday in lockdown years in a row"
"United Kingdom","12/19/2021","I think all the booster s are either pfizer or moderna and from what I have read there are benefits from having a cocktail such as Astrazeneca and pfizer or moderna they all work in slightly different ways and thus you get more protection"
"United Kingdom","12/19/2021","i think my vaccine is starting to kick in bc I'm feeling fussy"
"The Netherlands","12/19/2021","i wanna hang out with people more and I'm not sure how to meet up with folks with or without a lockdown "
"United Kingdom","12/19/2021","i want a lockdown no lockdown "
"United Kingdom","12/19/2021","i want another lockdown "
"United Kingdom","12/19/2021","i want to watch so many things on all my platforms but I'm saving them up for lockdown now"
"United Kingdom","12/19/2021","i was before lockdown and in I will be turning again I don't want any questions"
"United Kingdom","12/19/2021","i was given moderna but had pfizer last time they are deliberately mixing vaccines weird"
"United Kingdom","12/19/2021","i was supposed to see the new spiderman today but nl went into lockdown "
"United Kingdom","12/19/2021","i was when Covid started luckily got to have my th birthday a month before lockdown and now I'm turning"
"United Kingdom","12/19/2021","i welcome a lockdown just saying omicron Covid coronavirus covidiots get the fucking vaccine "
"United Kingdom","12/19/2021","i will not be participating in another lockdown "
"United Kingdom","12/19/2021","i wish I cud get married this lockdown but my older bro took years to find a wife second yes I'm still waiting"
"United Kingdom","12/19/2021","i wouldn't mind another lockdown "
"United Kingdom","12/19/2021","i wrote about it here"
"United Kingdom","12/19/2021","it's the mRNA you need to be worried about"
"United Kingdom","12/19/2021","Keir Stamer but you didn't you literally said did nothing but support johnson the blood that is on johnson's hands is on yours too for being no opposition we should have gone into lockdown a week ago but you didn't call it we have no opposition"
"United Kingdom","12/19/2021","Keir Stamer Keir Stamer if you back a tory lockdown I swear to god you will never get any votes ever again"
"United Kingdom","12/19/2021","Keir Stamer south africas hospitalisations peaked last week omicron deaths reported to vote with government on another lockdown would be criminal"
"United Kingdom","12/19/2021"," lockdown pending hmm"
"The Netherlands","12/19/2021"," lockdown round day"
"Ireland","12/19/2021"," lockdown sorted"
"United Kingdom","12/19/2021"," lockdown still incoming"
"United Kingdom","12/19/2021"," lockdown will be"
"United Kingdom","12/19/2021","look if we go into another lockdown I'm gonna jump into a volcano nothing personal"
"Ireland","12/19/2021","look I'm not doing anymore zoom quizzes next lockdown "
"United Kingdom","12/19/2021","my name is boris and I'm a lockdown addict"
"United Kingdom","12/19/2021","my we're the astrazeneca and then my booster was the moderna I got it along with my flu jag as well "
"United Kingdom","12/19/2021","needs to ignore the loons calling for lockdown "
"The Netherlands","12/19/2021","oh no I will have to lockdown in a villa with family pets and a jacuzzi I think ill survive"
"United Kingdom","12/19/2021","pfizer followed by a moderna booster for me"
"United Kingdom","12/19/2021","read those ridiculous headlines - why turmoil? why Covid fears? Why fears that he may not be vaccinated? Jeeez people get a bloody grip"
"United Kingdom","12/19/2021","skynews lockdown then"
"United Kingdom","12/19/2021","skynews more speculative news that the antivax lot can cling too"
"United Kingdom","12/19/2021","skynews pro vaxersu guys don't get itu take the vaccine su still get Covid you still wear mask you still isolatedoes this make sensethe government promised after vaccine you will not need to put on face mask look wats happening"
"United Kingdom","12/19/2021","skynews vaccine doesn't work let's lockdown "
"United Kingdom","12/19/2021","skynews week lockdown to flatten the curve we know how the last one went right turned into months"
"United Kingdom","12/19/2021","taking the chance whilst I can to lit say stop mixing indoors or we face a lockdown which ngl no one wants"
"United Kingdom","12/19/2021","the lockdown bus has left the station with only you on board"
"United Kingdom","12/19/2021","two astrazeneca and the moderna for booster "
"United Kingdom","12/19/2021","washingtonpost given the number of confounds on age dose pattern waning and imprecise demographic information there are many many ways for it to look like this is the case"
"Germany","12/19/2021","well this will save so many antivaxers from death by Covid This will get them quicker"
"United Kingdom","12/19/2021","well those of us in london are unlikely to be arrested for not taking a blind bit of notice since this is exactly what number did countless times last time there was a lockdown they've all been allowed to get away with it"
"The Netherlands","12/19/2021","well we have our third lockdown hereeverything is closed except grocery stores"
"The Netherlands","12/19/2021","well we went into a lockdown no spidey for me"
"United Kingdom","12/19/2021","well well lockdown every winter then be prepared"
"United Kingdom","12/19/2021","well well so it's apparently ok for the pm to socialise with his staff during strict lockdown "
"United Kingdom","12/19/2021","well well well stuering and stammering at the shear lack of severity that she can spew out and yet this is what the media is hell bent of convincing everybody for the need to lockdown after christmas maybe before mandatory vaccines and the division between people"
"The Netherlands","12/19/2021","well we're back in lockdown again so no spidermanno way home for me right now"
"United Kingdom","12/19/2021","were moving towards a lockdown aren't we I'm still in denial"
"United Kingdom","12/19/2021","were on at the earlier time of pm and the usual pm bbcone yunusmulla reports on greater manchester mayor andy burnhams calls to avoid a lockdown a preview of the tractorslitup convoy in liverpool for alder hey the rest of the news sport weather"
"United Kingdom","12/19/2021","were on the vee of another lockdown but you wouldn't know that if you walked into town just now"
"United Kingdom","12/19/2021","were pursuing lockdown thanks to sages alarmist Covid modelswere pursuing netzero thanks to models predicting apocalyptic doom and glooere hiking the tax burden to it's highest level in yearslord frost a conservative is right hallenge this unconservative no "
"United Kingdom","12/19/2021","were scheduled to arrive in The Netherlands the day they lift the lockdown "
"United Kingdom","12/19/2021","west hams lockdown song t a joyzw via youtube"
"United Kingdom","12/19/2021","what a day this is incrediblemerry lockdown christmas phonein live with"
"United Kingdom","12/19/2021","what a dose of barclays this game has been"
"Ireland","12/19/2021","what a feast to kickstart christmas felt so lucky to squeeze in our sensational chapteronebymv christmas celebration last night just before today's curfew thanks to viljanenmickael dannydesmond juba ojamesob and all the wonderful team for another perfect evening "
"United Kingdom","12/19/2021","what a few weeks sick of Covid news any idea how much cancer affects a family seems fooen in the news even tho the death toll is higher than Covid although you hear get vaxed please also get screening check ups it might just save your life"
"United Kingdom","12/19/2021","what a horrible thing to say after the amount of sportsmen who have collapsed and died and those who have suffered long term injury from this harmful vaccine footballers aren't stupid enough to risk their health"
"United Kingdom","12/19/2021","what a pathetic headline only the press media are talking about lockdown "
"United Kingdom","12/19/2021","what a petulant child he'd prefer total lockdown everybody affected then"
"United Kingdom","12/19/2021","what a thread shows you the liberal mind think but mos later he almost almost gets it the vax stops severe attacks on most and death that's it live your life and expect to get it anywhere from asymptomaticly to flu like"
"United Kingdom","12/19/2021","what a way to start the afternoon really good to see grahamroberts in the flesh after all those zooms in lockdown thanks graham and paulmaximiller for a great afternoons entertainment"
"United Kingdom","12/19/2021","what a week to go tory rebels a crushing byelection defeat top civil servant tasked with investigating ruleflouting parties goes for err having an office party loyal Brexit minister quits and impending possibly lockdown "
"United Kingdom","12/19/2021","what a wonderful experience the bms junior choirs had musicforyouth remix prom royalalberthall earlier this term their lockdown video was the inspiration for the events grande finale watch to the end to see their reactions uet my"
"United Kingdom","12/19/2021","what about depression domestic abuse inflation businesses mental health stress heart attacks suicide cancer patients operations goodbyes shocking impacts of lockdown and stolen precious joy to loved ones togetherness the nation needs a christmas are rules say as I do"
"United Kingdom","12/19/2021","What about the s of cancer patients loosing out on treatment cause of the selfish Covid freaks"
"United Kingdom","12/19/2021","what are your thoughts"
"United Kingdom","12/19/2021","what are your thoughts dm"
"The Netherlands","12/19/2021","what beer way to start the new lockdown afresh than with a milelong todo list and an hour internet outage"
"United Kingdom","12/19/2021","what can the authorcommunity childrenspublishers do for children schools if another lockdown happenss"
"United Kingdom","12/19/2021","what could possibly go wrong"
"United Kingdom","12/19/2021","what Covid restrictions could be introduced to stop the spread of omicron "
"United Kingdom","12/19/2021","what cracks me up the about this Covid crap the people provaccine know it all they are absolutely correct on everything am I antivax no I'm each to their own I'm sick of having it rammed in my face I should get a jab I categorically don't need fuck Covid and fuck boris"
"United Kingdom","12/19/2021","what current lockdown are these people even protest ing maybe they are doing it on behalf of a country actually in a lockdown like The Netherlands"
"United Kingdom","12/19/2021","what data what data I'm getting angrier about this nonsense the science no it's the science that suit's the ir narrative mlrhtka w Covid javid doesn't rule out plans for more restrictions as he accuses antivaxers of having damaging impact"
"United Kingdom","12/19/2021","what did I do during lockdown running then be bed ridden the next week from hey fever and then the week after feeling beer did it again only to twist my ankle and take a few days off"
"Ireland","12/19/2021","what did I say the triple vaxed are now isolating from the double vaxed who are afraid of thy unvaxed my god science has been hijacked by pharma shills rzm laughing"
"United Kingdom","12/19/2021","what do you reckon then lockdown incoming or not"
"United Kingdom","12/19/2021","what do you want from santa"
"United Kingdom","12/19/2021","what does a pm curfew do"
"United Kingdom","12/19/2021","what does a pm curfew do"
"United Kingdom","12/19/2021","what does it mean that the current most militant UK streetfighting force are the antivaxers who organise politically not just for economic selfinterest I think above all left is very weakthere are many left augments sane not antivax madness that could be bIgger"
"United Kingdom","12/19/2021","what does the shit show advent calendar bring today aah behind door lockdown protest ors calling for mps doors to be burnt down and their message hammered home leaks around the pm having affairs again resignations and half the world putting us on their red list"
"The Netherlands","12/19/2021","what does this say it says thus person had willingly risked their body in phase clinical trials thus required only one dose of pfizer access"
"United Kingdom","12/19/2021","what drives me crazy is that I'm here worrying about my travel plans being cancelled again if we go into lockdown when flying to america right now is objectively one of the least highrisk things I could be doing both for myself and others"
"United Kingdom","12/19/2021","what proportion of the antivax scene is just manboys with unaddressed anger issues"
"United Kingdom","12/19/2021","what stupid shit are you going to buy yourself this lockdown me weed and a quest"
"United Kingdom","12/19/2021","what the fuck will an pm curfew do the government have gone bloody mental no lockdown restrictions pubs"
"The Netherlands","12/19/2021","what them do dose kickput carbes inplace whit my life cost them life"
"United Kingdom","12/19/2021","what time we doing the clap for boris then lockdown Boris Johnsonmustgo london protests Covid"
"United Kingdom","12/19/2021","what uer crap first time I have got Covid and I'm unjabbed yet I caught Covid from a double jabbed person but you're saying we the antivaxers have damaging impact make it make some sense at least keogj xked"
"United Kingdom","12/19/2021","what was really marvellously dumb about that javid line was that there was already a very storied his tory of the government saying this or that anticovid measure definitely wouldnt happen before"
"United Kingdom","12/19/2021","what was the point of getting my jabs if we're having another lockdown "
"United Kingdom","12/19/2021","what was with the antivax protest couldn't believe my eyes wish I had bangoed everyone of the daft cunts into next week"
"United Kingdom","12/19/2021","what we are seeing right now is the normalisation of lockdown restrictions on social interaction as a policy approach that can be invoked any time the nhs is under strainthis is what many of us warned againshis is oppressive and this normalisation needs to be resisted"
"United Kingdom","12/19/2021","what we know about how omicron responds to vaccines be"
"Belgium","12/19/2021","what will a lockdown bring after all once opens up again omicron will still be thereyes but the difference is that will take the hit with the population properly booster ed and with icu empty"
"United Kingdom","12/19/2021","what will be the main challenges for remote teaching and learning if we have to go into another lockdown type scenarioplease comment below"
"United Kingdom","12/19/2021","what will everyone thing the odds will be for a lockdown announcement january second once"
"United Kingdom","12/19/2021","what working pm leads a national lockdown sat on his arse with his mrs kid and staff drinking red wine eating off a cheeseboard a arrogant pisstaking pm that's who people we're dying he's a disgrace"
"United Kingdom","12/19/2021","what's that rapidly approaching that's right it's lockdown "
"United Kingdom","12/19/2021","what's the difference between a circuit breaker and a lockdown "
"United Kingdom","12/19/2021","what's the difference between a lockdown and a circuit breaker lockdown aren't all lockdowns to reduce contact and break circuits of transmission"
"United Kingdom","12/19/2021","what's the point in another lockdown don't get it clearly didn't work the first two times"
"United Kingdom","12/19/2021","what's the point of having the vaccines and still going into lockdown what's the point of having them"
"United Kingdom","12/19/2021","what's the predictions then ill go for lockdown on december th we let you have christmas no full stadiums until april"
"United Kingdom","12/19/2021","what's this our taxes being spent on a UKgovernement wraparound addition to tomorrows news papers not that many of us read a physical copy any more for what Covid booster lockdown invite to no christmas party"
"The Netherlands","12/19/2021","when it's holiday lockdown we make homemade chili oil"
"United Kingdom","12/19/2021","when nicola Sturgeon puts scotland back into lockdown in the coming days citing rising cases and the science remember she allowed the super spreader cup final to take place at hden today with people this is Sturgeons cheltenham moment omicron Covid"
"United Kingdom","12/19/2021","When nobody takes restrictions seriously Covid runs wild just remember that attitude reflects leadership Is it any wonder we have so many antivaxers conspiracy theorists looking for something to believe in because you sure as shit can't believe in this lot"
"United Kingdom","12/19/2021","when nobody takes restrictions seriously Covid runs wild just remember that attitude reflects leadership is it any wonder we have so many antivaxers conspiracy theorists looking for something to believe in because you sure as shit can't believe in this lot iu"
"United Kingdom","12/19/2021","when you start reading rumours of another lockdown "
"United Kingdom","12/19/2021","which date will Boris Johnson announce a full lockdown Covid"
"United Kingdom","12/19/2021","which is evident from the figures cases yes deaths no doesn't warrant a lockdown just stop the god damn testing and let us move on years in and no further along boring"
"United Kingdom","12/19/2021","which of your animal crossing villagers do you think would be antivax I actually think most of my current villagers would get vaccinated but chadder is definitely anti lockdown and was holding parties in tier"
"United Kingdom","12/19/2021","which shows much of the lockdown and related restrictions are driven by media enforcement and hysteria"
"United Kingdom","12/19/2021","which wf council housing team included that they reiterated lockdown rules to them but then ignored every other party I reported to both them and the police our case has regularly pingponged between mpswforest wfcouncil who would regularly boast on social media"
"France","12/19/2021","which will send you directly to the moue vaccine mandate vaccine passport Covid vaccination Covid variant Covid vaxe out exposed Covid covidiots Covidioten vaccine mandates "
"Ireland","12/19/2021","whilst in the UK knuckledraggers aack the police at a Covid protest "
"United Kingdom","12/19/2021","who issues emergency use listing for serum institute novavax anticovid vaccine"
"United Kingdom","12/19/2021","who's coming to live with me for lockdown then"
"United Kingdom","12/19/2021","why are the streets saying another lockdown "
"United Kingdom","12/19/2021","why Boris Johnson shouldn't lockdown good read"
"United Kingdom","12/19/2021","why did you vote with antivax tory grifters on nhs vaccination s"
"United Kingdom","12/19/2021","why do covidiots like Brexit hams want another lockdown Covid "
"United Kingdom","12/19/2021","why hasn't south africa gone into lockdown "
"United Kingdom","12/19/2021","why have churches and places in westminster been told of a lockdown on th december skynews break"
"United Kingdom","12/19/2021","why have people had twothree jabs just for us to go into another lockdown again like what's the point isn't the jab meant to be preventing this no more lockdowns Covid Covid vaccine "
"United Kingdom","12/19/2021","why is everyone panic testing this is what got us into a lockdown last time people I know this weekend went to get pcrs just in case just in case what"
"France","12/19/2021","why is eveyone talking about another lockdown did I miss something"
"United Kingdom","12/19/2021","why is footballers alen shearer copushing vaccines uptake as it's part of the sensible self loved one protection footballers not getting any jab has first jab connection to games postoned sp far they spout they are ambassadors for their support selfish con fake"
"United Kingdom","12/19/2021","why is it that literally no one speaks about natural immunity and antibodies as far as Covid is concerned why is that"
"United Kingdom","12/19/2021","why is it that the antivax scientifically illiterate covidiots are the ones who call others sheepif there's any group that's been swayed by propaganda it's the ones persuaded by trump piers corbyn and a whole range of woo merchants and pretend revolutionaries"
"United Kingdom","12/19/2021","why is it the media never ask howjabs don't stop you getting or passing it on and high majority of deaths are vaccinated so how Covid javid doesn't rule out plans for more restrictions as he accuses antivaxers of having damaging impact"
"United Kingdom","12/19/2021","why is nobody asking the question why have no professional footballers been vaxednow that Covid is in their clubs this question needs addressed premier league"
"United Kingdom","12/19/2021","why is sage pushing for a lockdown it's gonna be yearly now who's gonna pay for another lockdown "
"United Kingdom","12/19/2021","why would anyone ever want another lockdown "
"Ireland","12/19/2021","why would the governmentboris want to do lockdown "
"United Kingdom","12/19/2021","why would you support another lockdown pal because your job would still be safe because your social life would be no different it's prey clear you have no mates have you actually seen any evidence the last worked you have no consideration for mental health"
"United Kingdom","12/19/2021","x pfizer vaccination s and I just had a moderna booster today"
"United Kingdom","12/19/2021","yeah when I was there they said that the moderna was the one they we're using for the booster in my area the flu was just the usual flu jag"
"United Kingdom","12/19/2021","yet more infantile point scoring from useless keirstamer when should be pushing for effective measures close pubs nightclubs social distancing vaccine certificate scanned to enter pub coffee shop restaurant enforcemenronavirus Covid omicron "
"United Kingdom","12/19/2021","you need to get Keir Stamer to speak up now you have given the government all weekend to put a lockdown in place and nothing you will be just as guilty if you don't speak up we need a lockdown now or after christmas our hospitals won't be able to take any new patients Covid"
"United Kingdom","12/19/2021","Covid common side effects from booster vaccines pfizer and moderna"
"United Kingdom","12/19/2021"," of course mr moderna is saying that"
"The Netherlands","12/19/2021","again nl is in a hard lockdown surely advising that face masks be worn should be one of the essential means of control but the authorities continue to ignore it unbelievable level of ignorance and arrogance made this film years ago lockdown"
"Ireland","12/19/2021","are we heading for lockdown via youtube"
"United Kingdom","12/19/2021","are we seriously proposing to go through it all again at a time when the coronavirus has become endemic and when according to the ons per cent of us have antibodies"
"United Kingdom","12/19/2021","he will have to report the evening standard and oxford university too"
"United Kingdom","12/19/2021","because boris johnson has no moral authority to stop people having christmas parties or to make people wear mask sor to enforce any lockdown restrictions public trust in public health has been irreparably damaged by him his partys rule breaking people will die as a consequence"
"The Netherlands","12/19/2021","by dose industry and company and the carbes them eating"
"United Kingdom","12/19/2021","they'll still introduce a lockdown though"
"United Kingdom","12/19/2021","it can't there's a lockdown "
"United Kingdom","12/19/2021","hope it's a mild dose"
"United Kingdom","12/19/2021","died in the pfizer group and died in the control group farce all cause mortality figures don't even go there"
"United Kingdom","12/19/2021","had moderna on thursday I'm freezing so tirednot as bad as typhoid vaccination I had in these though rest recoup it's only christmas next week no pressure it'll happen all over again next year"
"United Kingdom","12/19/2021","doug ericksen state senator who fought vaccine mandates dies"
"United Kingdom","12/19/2021","cheers pal you too I'm good mate hope you're good if we stay out of lockdown in the new year i'll get back to basford for a game"
"France","12/19/2021","Covid crusher I don't think it was planned that's how mRNA works they knew it but they lied"
"United Kingdom","12/19/2021","economy is on it's knees public unconvinced by lockdown"
"United Kingdom","12/19/2021","full lockdown needed until"
"United Kingdom","12/19/2021","every day there is more"
"The Netherlands","12/19/2021","fricking lockdown "
"United Kingdom","12/19/2021","can you please justfiy why we need a lockdown please"
"United Kingdom","12/19/2021","let's be honest who's gonna listen to a lockdown considering what happened last year think everyone has lost trust in him"
"United Kingdom","12/19/2021","restrictions yes not a full lockdown should keep football stadiums open etc maybe reduce capacity main problem for admins is mainly unvaccinated"
"The Netherlands","12/19/2021","good morning lockdown"
"United Kingdom","12/19/2021","how bad is my batch"
"United Kingdom","12/19/2021","it's obvious the vaccine is not working and even more obvious it has nothing to do with the unvaxed this should set an example to the world that the vax is the elephant in the room"
"United Kingdom","12/19/2021","jesus fucking christ how many lockdown parties did they have"
"The Netherlands","12/19/2021"," lockdown survival gintonic"
"United Kingdom","12/19/2021","Sajid Javid agreed we must do all we can to stop the anti lockdown and antivax fascism"
"United Kingdom","12/19/2021","next time they announce lockdown and stay away from your family tell them where to go do not comply"
"The Netherlands","12/19/2021","schools are closed for lockdown but you still have exams on cus can I just be shot"
"United Kingdom","12/19/2021","this is how you deal with antivax idiots"
"United Kingdom","12/19/2021","this will have the antivax fruit loops fuming"
"United Kingdom","12/19/2021"," Sajid Javid not reading your antivax shit either blocked"
"United Kingdom","12/19/2021","thoughts on another circuit breaker lockdown everyone"
"United Kingdom","12/19/2021","thousands march in new zealand to protest against Covid vaccine mandates and lockdowns no vaccine passports"
"United Kingdom","12/19/2021","thousands march in new zealand to protest against Covid vaccine mandates lockdowns xm vjxh a"
"United Kingdom","12/19/2021","three confirmed cases of thrombosis following million moderna doses gbnews"
"The Netherlands","12/19/2021","three illegal parties ended hours after lockdown announcement"
"United Kingdom","12/19/2021","totally understand the restrictions need to be upped but I don't think I have another lockdown in me"
"United Kingdom","12/19/2021","totally unsustainable infringement of peoples liberties based on this and the scottish governments antifootball fan approach is now not sustainable"
"The Netherlands","12/19/2021","I thought so too I hope you're not going into lockdown "
"United Kingdom","12/19/2021","we're going into lockdown boxing day I can feel it"
"United Kingdom","12/19/2021"," antivax covidiots take notice"
"Ireland","12/19/2021","robert kennedy is antiall vaccination s he was a crank before Covid hit"
"France","12/20/2021","dont forget to get your healthy dose of vitamin D"
"United Kingdom","12/20/2021","i mean who didn't have facetoface work meetings with wine and cheese and invite along their partners to join during the lockdown oyeah everyone else"
"United Kingdom","12/20/2021","i mentally can't cope with another lockdown especially over christmas "
"United Kingdom","12/20/2021","i mentally can't deal with another lockdown "
"United Kingdom","12/20/2021","i might pop in with wine and cheese for tim next door next time we are in lockdown business meeting"
"United Kingdom","12/20/2021"," a beer question would beshould we ever lockdown againhell no "
"United Kingdom","12/20/2021"," a lockdown before christmas is only putting off the increase until januaryfebruary Covid in another variant will still be with us this time next year it's not going to dissappear overnightmedia hype is only adding to depression which is more of a long term fix"
"United Kingdom","12/20/2021","wishful thinkingyou're right but the point is irrelevant london is in quasi lockdown now everything is open no one is about it's dead"
"United Kingdom","12/20/2021"," absolutely if we lockdown until th then maybe we can save lives"
"United Kingdom","12/20/2021"," absolutely no anyone who actually supports a lockdown needs to get a grip we are vaccinated and the virus has got milder stop ruining peoples lives"
"United Kingdom","12/20/2021"," absolutely not in fact we shouldn't have locked down the past times nor should we lockdown ever again"
"United Kingdom","12/20/2021"," absolutely not no lockdown "
"United Kingdom","12/20/2021"," Adil Ray go on give it to him Dominic Raab sit's the re lying to try and defend this bunch of tory cronies and he makes a mockery of the whole concept of a lockdown now they are threatening another one they have no credibility tory liars tory hypocrites"
"United Kingdom","12/20/2021"," Adil Ray Rachel Reeves I switched off this morning disgusted your survey tells you how we are all feeling don't want lockdown so stop fuelling the fire do your jobs and report all sides of stats"
"United Kingdom","12/20/2021"," Adil Ray Rachel Reeves labour doesn't even have access to the sage data and they want lockdown "
"United Kingdom","12/20/2021"," Adil Ray Rachel Reeves literally none go and live your lives for those that want them there are booster s I'd like to decide if something is too risky not be told by boris this Covid is here forever this can't continue to dictate the way we live every few months in lockdown mask wearing etc stop"
"United Kingdom","12/20/2021"," Adil Ray Rachel Reeves we would still be in the first lockdown if it was up to them"
"United Kingdom","12/20/2021"," Adil Ray Rachel Reeves you can't jab of the population and then lock the country down it doesn't justify the vaccination programme"
"United Kingdom","12/20/2021"," Adil Ray watching last weeks I'm slow at catching up lol I'd be up for training to do Covid vaccines if I knew how I injected myself weekly needles don't bother me I think people that are refusing to get vaccinated are a big issue atm tho really annoys me"
"United Kingdom","12/20/2021"," adults really need the second dose plus booster if eligible to have maximum benefit please do all you can to encourage your family and friends to have the vaccine see how to book your jab j zjkpuavthread ends"
